"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Usp8",0.00404651905610925,0.662399680162822,0.429,0.078,1
"Ggnbp2",0.00406960605859191,1.63433810198198,0.5,0.094,1
"Morc3",0.00408193337533809,1.51115244055744,0.5,0.094,1
"Usp1",0.00422378712628359,1.76173931175263,0.357,0.031,1
"Gm11942",0.0042306626169245,0.432238266651561,0.857,0.422,1
"Stk4",0.00446919967649526,0.587098470267206,0.571,0.172,1
"Cwf19l2",0.00447422183439417,1.32516280118645,0.429,0.062,1
"Rps17",0.00451048859822893,-2.04972777925239,0.357,0.688,1
"Fkbp3",0.0045350479066139,-0.00359006455341815,0.714,0.359,1
"Psmb6",0.00455369930307424,0.458494110088016,0.643,0.234,1
"Spop",0.00458541884295405,0.206378986994366,0.571,0.203,1
"Dek",0.00460958696843592,1.14425419178204,0.857,0.391,1
"Cks1b",0.00478912354574619,1.77221432534245,0.429,0.062,1
"Cdc42se2",0.00492348268704508,1.35976147502909,0.429,0.062,1
"Psmc5",0.00521969093031627,0.713199134715085,0.429,0.078,1
"Plac8",0.00524612445285755,0.188428694679292,0.786,0.359,1
"Bccip",0.00540425425136291,1.06710729851986,0.5,0.109,1
"Hif1a",0.00556145341336936,1.07044566326685,0.5,0.109,1
"Ftl1",0.00563823822567567,-2.03469900216847,0.071,0.5,1
"Filip1l",0.00568115268412636,0.993204260016654,0.5,0.109,1
"BC029214",0.00600852264871906,0.809647515977145,0.286,0.016,1
"Smc6",0.00603011329567721,0.492261733560263,0.571,0.188,1
"Hnrnpc",0.00606822194041796,0.876181526627842,0.786,0.328,1
"Vim",0.00610803356113454,0.0786454717665848,0.929,0.562,1
"Rp9",0.00612476436682963,0.501728164418784,0.429,0.078,1
"Prc1",0.00623707697844886,1.23494908930672,0.286,0.016,1
"Mgst3",0.00635105539505942,1.23882864490251,0.286,0.016,1
"Arl6ip1",0.00649151645956668,0.145378258721776,0.786,0.406,1
"Arhgdib",0.00650922937442318,0.91676967798788,1,0.703,1
"Uri1",0.00653168823263527,1.09388892730833,0.5,0.109,1
"Fabp4",0.00658700804066641,-3.07040153513689,0,0.281,1
"Mis18bp1",0.00662000991757354,1.28117759717223,0.286,0.016,1
"Dleu2",0.00672789238122971,0.821978126918811,0.286,0.016,1
"Rpl12",0.00685241511122726,-1.58516411206926,0.429,0.75,1
"Inpp5k",0.00689195071705367,1.30333494656566,0.286,0.016,1
"Kif11",0.00693876057130673,1.60070073257678,0.286,0.016,1
"Bcap29",0.00696253997596927,1.11898832474461,0.286,0.016,1
"Rsl24d1",0.006983133552665,1.10050289238966,0.286,0.016,1
"Clic1",0.00707795733011246,0.944657958439943,0.786,0.344,1
"Mcm4",0.00709014831401516,1.11802704832494,0.286,0.016,1
"Ptp4a2",0.00709739995845992,0.811061422931458,0.857,0.422,1
"Mb",0.00710070854694497,0.527949259654022,0.5,0.125,1
"Commd10",0.0071831343289088,0.988792980546468,0.286,0.016,1
"Npat",0.0072072542887627,1.30571014245494,0.286,0.016,1
"Sp140",0.00721649957278661,1.55905646770749,0.286,0.016,1
"Napsa",0.00728983185493658,1.32589601039141,0.571,0.156,1
"Gbp7",0.00743209905314306,1.60319946746691,0.571,0.156,1
"Ubl5",0.00788307776951536,0.107031688825932,0.714,0.344,1
"Calu",0.00789354592088015,0.801476227488549,0.357,0.047,1
"Pip4k2a",0.00811879403327152,0.938764936098433,0.429,0.078,1
"Gpx1",0.00823648995907891,0.908267342096892,0.929,0.531,1
"Mettl16",0.00828400519964712,0.835321057216054,0.357,0.047,1
"Bdp1",0.00860595625313651,1.08554085308642,0.357,0.047,1
"Krr1",0.00874076784269321,0.939330363824303,0.357,0.047,1
"Nppa",0.00883666856257111,1.02727230016862,0.357,0.047,1
"Rbm25",0.00887052688157206,1.21612107177237,0.786,0.344,1
"Diap1",0.00892860543857129,1.07015087501041,0.429,0.078,1
"Tpm1",0.00896650688278543,0.51882656363772,0.571,0.188,1
"Tpt1",0.00898148694147602,-1.22994384166123,0.643,0.875,1
"Baz1b",0.00904390831915947,0.910489425367788,0.5,0.125,1
"Tex9",0.00925155983930762,1.35187310505269,0.357,0.047,1
"Rbbp6",0.00927674917674564,0.366384304788558,0.571,0.203,1
"Ncapg",0.00930901743114923,1.12681259288944,0.357,0.047,1
"Rpl10a",0.00941649621456562,-1.9620857516807,0.214,0.578,1
"Chd1",0.00977447057744292,1.0895447027631,0.571,0.172,1
"Rpsa",0.00994215962686605,-1.39540871070239,0.5,0.75,1
"Smek2",0.00996161431379753,0.73204128408939,0.571,0.188,1
"Hint1",0.010115686081036,0.852162626039901,0.786,0.359,1
"Jtb",0.0102408571416881,1.1616646329571,0.357,0.047,1
"Ptpn6",0.010331981097003,0.818661164620661,0.643,0.234,1
"Atp5j",0.0104925377352364,0.827697520554509,0.786,0.359,1
"Set",0.0105763520807935,0.991925051787951,0.714,0.281,1
"Itsn2",0.0108865004589852,0.253061730902604,0.571,0.219,1
"Ppib",0.010933395259709,0.351781387686026,0.571,0.219,1
"Rpl6",0.0111593625001732,-1.13953138675134,0.714,0.703,1
"Fam111a",0.011248135245313,1.17774639722623,0.5,0.125,1
"Rac2",0.0114438212273839,0.79834190353303,0.857,0.453,1
"Rpl18",0.0116746468573998,-1.14323009253778,0.714,0.734,1
"Srsf2",0.0118196396624099,0.720103025476219,0.643,0.234,1
"Cox5a",0.0120669836545548,-0.247892098789189,0.643,0.359,1
"Brd2",0.0122952345468033,1.61097465448296,0.5,0.125,1
"Ctcf",0.0125326485242722,0.902827825762285,0.643,0.234,1
"Cdk11b",0.0126500735615286,0.201713362822587,0.571,0.234,1
"Ndufa11",0.0126629373686374,1.44306117180845,0.571,0.172,1
"Prkar1a",0.013257890006736,-0.0256492292792518,0.571,0.25,1
"Rps2",0.0136613403968473,-1.57618779099143,0.5,0.766,1
"Rap1b",0.0140975500247057,0.275570604316943,0.571,0.234,1
"Commd8",0.0146736635522457,1.20914096663192,0.429,0.094,1
"Slain2",0.0147904910095566,0.817424121703648,0.357,0.062,1
"Mbnl1",0.0150203869223931,-0.354395053042985,0.714,0.5,1
"Gdi2",0.0152842794765349,0.450840149370922,0.571,0.219,1
"Ccnl1",0.0155971146343579,1.34943064739573,0.643,0.234,1
"Rnf5",0.0159167416507393,0.851296182126326,0.357,0.062,1
"Cstb",0.0160245776886148,-0.0083894274583558,0.357,0.094,1
"Nfyb",0.0161435799390307,0.885543606794392,0.357,0.062,1
"Aimp1",0.0162547902258513,0.771314432235726,0.357,0.062,1
"Rpl31",0.0162796822554272,-1.56540403426718,0.357,0.734,1
"Atp5g3",0.0163287526594046,0.27210002103057,0.571,0.234,1
"Npepps",0.0164421427180745,0.400132211584161,0.357,0.078,1
"2410002F23Rik",0.0167620770339205,0.695738375412839,0.286,0.031,1
"Tkt",0.0168240939051891,0.917519723215842,0.357,0.062,1
"Nusap1",0.0168599918604892,2.04993999619481,0.286,0.031,1
"Ncf4",0.0169700084824243,1.83044475790339,0.429,0.094,1
"Ythdc1",0.0170449014151155,0.847444174194087,0.5,0.141,1
"Atpif1",0.0170785131379784,-0.00344128770793217,0.5,0.234,1
"Cd19",0.0173188289102024,1.03477619113401,0.357,0.062,1
"Zmym5",0.0174984964095702,0.8720644249732,0.286,0.031,1
"Rps10",0.0175937437553666,-0.428220511673129,0.929,0.797,1
"Cwc25",0.0178344376044399,0.709115094696611,0.286,0.031,1
"Mcts1",0.0179053312649201,0.897961535262909,0.286,0.031,1
"Iqgap1",0.017948794521348,-0.00111384085826183,0.714,0.391,1
"Cd83",0.0181406699927106,1.57293778993527,0.429,0.094,1
"Tsn",0.0182058857048921,0.987040449896292,0.5,0.141,1
"Ktn1",0.0182176779031561,-0.0959355834339704,0.5,0.219,1
"Mki67",0.018295504159406,1.83986070426987,0.429,0.094,1
"Itgb1",0.0185201766888008,0.38005784883679,0.5,0.172,1
"Mkln1",0.0187051546252419,0.941669636199462,0.357,0.062,1
"Rsrc2",0.0188449291440159,0.584384561026713,0.643,0.266,1
"Rps25",0.0192495695032511,-1.03657139381538,0.714,0.719,1
"2810417H13Rik",0.0193662697418371,0.753249560190735,0.357,0.062,1
"Zufsp",0.0194032672075033,0.875096638720324,0.286,0.031,1
"Dhx9",0.0194168404940699,0.733193850747408,0.5,0.156,1
"Map3k12",0.0194576381942431,0.702579595811639,0.286,0.031,1
"Cyba",0.0194847597629549,0.258954075907952,0.786,0.438,1
"Tnfrsf13c",0.0195584975800299,1.15977434941146,0.357,0.062,1
"Gbp9",0.0195804870601504,0.909211745970674,0.286,0.031,1
"Zcchc9",0.0196636562522711,1.01603655718735,0.286,0.031,1
"Adipor2",0.0198788694327172,1.25307511384019,0.286,0.031,1
