"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pdgfra",0.00244698053401065,-0.0106593774559971,0.338,0.249,1
"Tnrc6a",0.00245800592126344,0.115798912146457,0.338,0.216,1
"Zc3h7a",0.00246639851263654,0.132949477654738,0.375,0.249,1
"Dcun1d5",0.00247018739332844,0.134808973249133,0.316,0.196,1
"Smc3",0.0024989835499406,0.0694750936347255,0.39,0.271,1
"Scand1",0.00251146810547824,0.0851626955343354,0.471,0.342,1
"Cggbp1",0.0025371147419334,0.343313624590939,0.39,0.244,1
"Txndc15",0.00254140728117431,0.0632003721355227,0.265,0.158,1
"Aplp2",0.00254897558971095,-0.294504499131307,0.493,0.465,1
"Atp6v1f",0.00255674552399557,-0.445678456949496,0.316,0.362,1
"Iah1",0.00258527291408916,-0.30602198635526,0.279,0.259,1
"Ggh",0.00259316347056076,0.123572263924724,0.279,0.171,1
"Fkbp3",0.00260775257493473,0.272243856342825,0.522,0.369,1
"Eif3e",0.00262679624049072,0.168319579493024,0.5,0.349,1
"Hspd1",0.00262716243882167,0.330240659478706,0.375,0.226,1
"Maea",0.00262886962161564,0.33511836869773,0.279,0.153,1
"Fam120a",0.00263268542204953,0.225536642684473,0.316,0.188,1
"Pdia4",0.00263614662165515,0.0310565007295529,0.449,0.349,1
"Slc38a2",0.00266444306067112,0.0763272456402941,0.36,0.241,1
"Abi1",0.00267523494668735,0.0233372934391751,0.257,0.173,1
"Aldoa",0.00268762237559731,-0.403366791116158,0.404,0.415,1
"Unc50",0.00269415605011029,0.297554034293347,0.301,0.173,1
"Pdha1",0.00269525207359291,0.142252838040356,0.287,0.176,1
"Mpv17",0.00269846042363765,-0.105941805393682,0.257,0.178,1
"Pnn",0.00270765848457161,0.104229138957999,0.574,0.437,1
"Lmo4",0.00270863973525117,-0.173723760644257,0.412,0.337,1
"Ubqln1",0.00271281863033006,0.0350319569129109,0.257,0.163,1
"Nr3c1",0.00273988946284893,0.0827842127071856,0.441,0.312,1
"Lamb1",0.00275787526676454,0.209168926617823,0.662,0.497,1
"Dbi",0.0027730945066187,0.0199708406074022,0.551,0.437,1
"Surf4",0.00277755401529223,-0.0556547396708116,0.426,0.334,1
"Atxn10",0.0027911893735648,0.224077885884611,0.375,0.236,1
"Wbp4",0.00280041028995879,0.173607531348653,0.279,0.158,1
"Wasf2",0.00280124616741446,-0.0820506713300391,0.434,0.339,1
"Mocs2",0.00281127430505931,0.0405115333134003,0.301,0.196,1
"Dab2",0.00281924215087038,0.164241297605254,0.279,0.168,1
"Smim11",0.00283551142087178,-0.115239461562698,0.294,0.231,1
"Sec13",0.00283557217714547,0.411275103575115,0.507,0.344,1
"Atp6v1e1",0.00284209228624442,0.136214779606653,0.301,0.186,1
"Jund",0.00288410244464962,0.394614070032495,0.794,0.646,1
"Plat",0.00288503354222054,0.369019958207434,0.375,0.224,1
"Olfml3",0.00289090034599527,0.25367399504671,0.346,0.209,1
"Dctn3",0.00290732494615461,0.152069567900421,0.412,0.274,1
"Ecm2",0.00291408549917632,-0.296554967897365,0.375,0.337,1
"Anxa1",0.00293115153208741,0.420613278757394,0.691,0.528,1
"Yy1",0.00293496519811686,0.188859258988222,0.301,0.183,1
"Rbms3",0.00293526377754326,0.19765612157881,0.404,0.266,1
"Rbm39",0.00294088867236895,0.0700663651341555,0.757,0.623,1
"Sf3b2",0.00296697808704834,0.199623375553256,0.493,0.349,1
"Manf",0.00297334465693516,0.382823115035353,0.581,0.412,1
"Cd47",0.00297653897815835,-0.082779734529113,0.537,0.43,1
"Yipf5",0.00299033157224046,0.0341634323286364,0.36,0.249,1
"Mef2a",0.00299200713343373,-0.260410287882214,0.316,0.276,1
"Ccdc127",0.00299548529796789,0.0866285082946219,0.294,0.193,1
"Snrpe",0.00299892154686485,0.194528601512179,0.441,0.307,1
"Ablim1",0.00300207555069712,0.106637298917143,0.257,0.153,1
"Hspe1",0.00300226726345895,-0.0429243388740859,0.434,0.334,1
"Mrpl13",0.00300570290473789,0.393782784711492,0.353,0.206,1
"Copa",0.00300979970786469,0.271429443465326,0.331,0.198,1
"Cct4",0.00301319323654498,0.306402141967249,0.449,0.299,1
"Chd3",0.00302208396791549,0.219522282687607,0.346,0.211,1
"Bfar",0.00302776751291643,-0.245358643543382,0.316,0.274,1
"Yif1b",0.00306614218940659,0.00336999515552694,0.265,0.178,1
"Txndc12",0.00309456421916625,0.320624354355138,0.272,0.148,1
"Psmd7",0.0031090303041117,0.261145646096196,0.471,0.322,1
"Litaf",0.00310989575143211,0.265656332083686,0.382,0.239,1
"Zfand5",0.00311305128076188,0.342704469860904,0.478,0.319,1
"Hif1a",0.00311418497043912,0.240745516505571,0.294,0.168,1
"Clk1",0.00313525254170839,0.226602064684694,0.449,0.302,1
"Gabarapl1",0.003154032122425,-0.46329851630385,0.243,0.259,1
"Gpm6b",0.00317214059187573,-0.295373732826201,0.287,0.249,1
"Snhg18",0.00321443101776032,0.315189028166407,0.588,0.425,1
"Trip12",0.00321692261154378,0.347493126324286,0.324,0.188,1
"Btg2",0.00324599757333626,0.206209019613625,0.743,0.583,1
"Sltm",0.00325554637957022,0.208673762337307,0.346,0.224,1
"Smap1",0.00325954881107387,0.159921375023528,0.368,0.239,1
"Uqcrfs1",0.00326445844092288,0.429679382669902,0.404,0.251,1
"Rps10-ps1",0.00327070071572692,0.146521447278073,0.309,0.196,1
"Slc39a1",0.00327110089255821,0.184614252845956,0.338,0.214,1
"Gucy1b3",0.00330097007158178,0.0961572280232725,0.551,0.422,1
"Cygb",0.00330502859051833,-0.228766259837666,0.603,0.535,1
"1500015O10Rik",0.00330731561572013,-0.900400974617587,0.199,0.296,1
"Tspan3",0.00331082551778224,0.179304264022245,0.581,0.437,1
"Ddx42",0.00333783353610633,-0.0863236759760438,0.265,0.186,1
"Fam46a",0.00333851408767535,0.176408796195266,0.309,0.204,1
"Snrpd1",0.00335375369160305,0.349335210435427,0.338,0.198,1
"Scarb2",0.00337346460215072,0.146099882746478,0.316,0.201,1
"Actr2",0.00338861557628226,-0.0371948313699737,0.316,0.229,1
"Man2a1",0.00340680815076711,0.12057475806047,0.265,0.156,1
"Sumo1",0.00340891362397935,0.0961169857022466,0.294,0.188,1
"Papola",0.00341287645981011,0.136438412568029,0.434,0.307,1
"Sar1a",0.00341335384034556,0.155763010201341,0.493,0.362,1
"Ubtf",0.00341368397921962,0.129618407415493,0.331,0.214,1
"Chchd2",0.00342206559939917,0.198905216793928,0.824,0.678,1
"Fndc1",0.00342957786616484,0.087144442896143,0.426,0.317,1
"Ddx17",0.00343580227777998,-0.353090158052161,0.316,0.312,1
"Cox5b",0.00343882148918007,-0.300293133835661,0.529,0.513,1
"Scd2",0.00344464874490745,0.262257072761581,0.294,0.168,1
"Yipf3",0.0034454788323341,-0.00557515876109194,0.324,0.229,1
"Pdlim1",0.00345233506468955,-0.00370737071117611,0.426,0.307,1
"Nr4a1",0.00345577397200611,0.621800589365402,0.551,0.405,1
"Setd5",0.00345778256091774,-0.121766899682051,0.287,0.211,1
