"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ap2m1",6.06157651981521e-08,0.138097105674283,0.323,0.15,0.00151381812005865
"Fh1",6.16402061446612e-08,0.143885444579705,0.323,0.157,0.00153940250825677
"Sec11c",6.18023384859211e-08,-0.0862959880427669,0.468,0.328,0.00154345160134739
"Sar1b",6.19527367622474e-08,0.152760670923527,0.278,0.13,0.00154720764790037
"Tbca",6.21784214603788e-08,0.0121931214130029,0.544,0.375,0.0015528438975515
"Acot13",6.30353732971404e-08,0.360929704729841,0.266,0.102,0.00157424541272278
"Emp1",6.30571167243177e-08,-0.0667836419261796,0.456,0.345,0.00157478843307311
"Snw1",6.31605311255079e-08,0.254008121568574,0.462,0.26,0.00157737110432843
"Atp6v1h",6.32585128528255e-08,-0.0452337452740739,0.272,0.144,0.00157981809998646
"Nrp1",6.39520318213957e-08,0.272070127951673,0.646,0.432,0.00159713804270754
"Tspo",6.42580634514707e-08,0.0647728366829026,0.715,0.526,0.00160478087663703
"Irak1",6.43601221210029e-08,-0.0286478791584666,0.272,0.151,0.00160732968984993
"Vmp1",6.4686153847266e-08,0.0186421829199717,0.43,0.266,0.00161547200618162
"Fam213b",6.57538684665911e-08,-0.18874737199613,0.253,0.163,0.00164213711108465
"Rab35",6.63766755700274e-08,0.177713632268339,0.253,0.105,0.00165769109568586
"Snx10",6.68893623503319e-08,0.295147995190848,0.361,0.166,0.00167049493533719
"Dynlt3",6.69959551902228e-08,0.31299025552026,0.392,0.209,0.00167315698492062
"Aftph",6.70860928738664e-08,-0.0203121973719477,0.259,0.144,0.00167540808343194
"Tcof1",6.75467482860542e-08,0.0791199350109963,0.297,0.148,0.00168691249169592
