"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Bhlhe40",0.000535758392448518,0.607612546575277,0.44,0.187,1
"Yes1",0.000535852653541394,-0.550263476273372,0.3,0.243,1
"Cast",0.000536373119977558,0.330857222472207,0.44,0.208,1
"Ehmt2",0.000537591463002415,-0.0751889003750541,0.26,0.122,1
"Plec",0.000538362427513115,-0.106280556756373,0.26,0.119,1
"Limd1",0.000538731982319074,0.232989488795957,0.32,0.129,1
"Snap29",0.000541339301269585,0.0990542855320989,0.26,0.104,1
"Egln1",0.000546534669267792,0.0510799928782244,0.28,0.114,1
"Arpp19",0.00054728631459261,0.378266198424792,0.54,0.291,1
"Eif3e",0.000547884325302025,0.0506441222279663,0.52,0.299,1
"Dusp11",0.000548985774244355,0.163817176366359,0.38,0.2,1
"Abcc5",0.00054925678464707,0.176176660860964,0.28,0.101,1
"Tecr",0.000549967464613526,0.27009790129404,0.36,0.162,1
"Tm2d1",0.000551071814056588,0.0962690943139408,0.3,0.124,1
"Impad1",0.000551960783132504,0.220814272995952,0.32,0.129,1
"Fam204a",0.000552654249538892,0.294738525876774,0.3,0.116,1
"Prpf6",0.000553773839247763,0.00854744949278374,0.26,0.111,1
"Mrpl28",0.000554444850857892,0.0418762073943364,0.28,0.119,1
"Pttg1ip",0.000554927629029695,0.185481944698282,0.46,0.238,1
"Cryab",0.000555658308400517,1.14521116996309,0.32,0.104,1
"Acot9",0.000557643347428852,0.244292126786376,0.28,0.101,1
"Akt1",0.000557826013423688,0.0842662669730589,0.3,0.134,1
"Sp100",0.000558104512190363,0.147116789535265,0.4,0.19,1
"Grb10",0.000560752059644483,0.376911295066463,0.5,0.273,1
"Arl4a",0.000563736358224768,0.260619932705439,0.28,0.091,1
"Tgfbr2",0.000564229350514836,-0.153990542295646,0.26,0.119,1
"Bet1",0.000565089776993585,-0.251660913154488,0.28,0.162,1
"Pdgfb",0.000565416287018805,-0.280602550754573,0.26,0.142,1
"Eif4g2",0.000566056177637615,0.0519630695280975,0.66,0.433,1
"Atg3",0.000566191127755696,-0.0844981740524083,0.28,0.139,1
"Ensa",0.000568765952006444,0.0987790659343795,0.28,0.114,1
"Zfp106",0.00056970287450239,0.00887092615091034,0.32,0.154,1
"Kctd12b",0.000570492042640419,-0.177363283094603,0.38,0.23,1
