"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2810417H13Rik",1.84608276332651e-09,0.911736933627722,0.258,0.038,4.61040709313161e-05
"Rpl28",2.16750862651394e-09,-1.24275514209347,0.204,0.503,5.41313604385592e-05
"Rps18",2.47291657388335e-09,-0.964204220289883,0.473,0.68,6.17586185161628e-05
"Gm42418",2.98557363296771e-09,-1.41113629036209,0.258,0.472,7.45617159097356e-05
"Tubb6",3.82500540548855e-09,1.07630770364842,0.312,0.064,9.5525684996671e-05
"Actb",4.30941106965331e-09,0.611954797903147,0.989,0.989,0.000107623232053522
"Lims2",4.36100379688411e-09,-1.42526041085777,0.065,0.34,0.000108911708823384
"Rps29",4.66472190661505e-09,-0.87308645575582,0.516,0.766,0.000116496764895804
"Rpl11",5.89414205266867e-09,-0.759144498749626,0.538,0.804,0.000147200303623347
"Gm11942",6.28271930966667e-09,0.991278649377612,0.71,0.375,0.000156904632039615
"Ptn",7.05019846465918e-09,1.69527757856635,0.387,0.119,0.000176071656456398
"Prc1",7.13044416079783e-09,1.33413339584251,0.258,0.042,0.000178075712471765
"Tpt1",7.25084064061283e-09,-0.70836920663214,0.731,0.832,0.000181082494158665
"Rpl19",7.45537039657003e-09,-0.920734436484264,0.527,0.713,0.00018619042028394
"Tubb5",1.00772442717149e-08,1.0712016883877,0.72,0.455,0.000251669098441808
"B2m",1.52342164168269e-08,0.87649097236926,0.968,0.788,0.000380459320793836
"Igfbp7",2.08936019048904e-08,-0.702533551513022,0.925,0.974,0.000521796813972733
"Grb10",2.30214774316372e-08,0.812673493287883,0.505,0.196,0.000574938377377707
"Gm1821",2.6062349791685e-08,-1.12870134642932,0.333,0.528,0.00065088112369754
"Myl6",2.79683678454438e-08,-0.938418061381176,0.548,0.753,0.000698482018572113
"Glipr2",3.92918898194599e-08,0.87442741936961,0.269,0.053,0.000981275656351193
"Pde3a",4.00360735711268e-08,0.526869260199847,0.43,0.163,0.000999860901365321
"Slc25a5",4.58537608076642e-08,0.851939557427079,0.86,0.607,0.00114515182241061
"Rpl18a",4.58921618234766e-08,-0.817290394788722,0.677,0.808,0.00114611084937951
"Mest",4.82411513541461e-08,1.24639105447918,0.613,0.342,0.00120477451391844
"8430408G22Rik",5.11167797316903e-08,-1.74030929200554,0.161,0.411,0.00127659045701923
"Myh6",7.0391739144596e-08,1.41125770163458,0.344,0.097,0.00175796329339714
"Cxcl1",7.04829830824753e-08,1.97085341909995,0.376,0.121,0.00176024201950174
"Rpl3",8.35178159667969e-08,-0.76667130781302,0.441,0.742,0.00208577393595479
"Igf2",8.77707591287095e-08,1.28502824970379,0.667,0.528,0.00219198693848039
"Rpl27",8.77762767566476e-08,-0.976812334320145,0.355,0.589,0.00219212473572052
"Txnip",8.9192793771867e-08,-1.03888049805963,0.398,0.563,0.00222750083165861
"Mb",9.79225769795058e-08,1.36807614207323,0.473,0.188,0.00244551843748618
"Rpl35",1.24154473576273e-07,-1.15045797540868,0.344,0.558,0.00310063382309384
"Idh2",1.49269032612955e-07,1.20245027088486,0.527,0.238,0.00372784482047593
