,gene name,influence score
8860,Gm30275,0.0008083589711064738
8861,Trdj2,0.0016195147331744648
8862,Trdc,0.0016195147331744648
8863,Gm43434,0.0016195147331744648
8864,Trdv5,0.0016195147331744648
8865,Traj61,0.0016195147331744648
8866,Traj60,0.002485963164634277
8867,Traj59,0.002485963164634277
8868,Traj58,0.002485963164634277
8869,Traj57,0.002485963164634277
8870,Traj56,0.002485963164634277
8871,Traj55,0.002842642136755627
8872,Traj54,0.002842642136755627
8873,Traj53,0.002842642136755627
8874,Traj52,0.002842642136755627
8875,Traj51,0.002842642136755627
8876,Traj50,0.002842642136755627
8877,Traj49,0.002842642136755627
8878,Traj48,0.002842642136755627
8879,Traj47,0.002842642136755627
8880,Traj46,0.0028202143103861926
8881,Traj45,0.0028202143103861926
8882,Traj44,0.0028202143103861926
8883,Traj43,0.0028202143103861926
8884,Traj42,0.0028202143103861926
8885,Traj41,0.0028202143103861926
8886,Traj40,0.0028202143103861926
8887,Traj39,0.0028202143103861926
8888,Traj38,0.0028202143103861926
8889,Traj37,0.0028202143103861926
8890,Traj36,0.0028202143103861926
8891,Traj35,0.0028202143103861926
8892,Traj34,0.0028202143103861926
8893,Traj33,0.0028202143103861926
8894,Traj32,0.0028202143103861926
8895,Traj31,0.0028202143103861926
8896,Traj30,0.0028202143103861926
8897,Traj29,0.0028202143103861926
8898,Traj28,0.0028202143103861926
8899,Traj27,0.0028202143103861926
8900,Traj26,0.0028202143103861926
8901,Traj25,0.0028202143103861926
8902,Traj24,0.0028202143103861926
8903,Traj23,0.0028202143103861926
8904,Traj22,0.0028202143103861926
8905,Traj21,0.0028202143103861926
8906,Traj20,0.0028202143103861926
8907,Traj19,0.0028202143103861926
8908,Traj18,0.0028202143103861926
8909,Traj17,0.0028202143103861926
8910,Traj16,0.00279325665329609
8911,Traj15,0.00279325665329609
8912,Traj14,0.00279325665329609
8913,Traj13,0.00279325665329609
8914,Traj12,0.00279325665329609
8915,Traj11,0.00279325665329609
8916,Traj9,0.0026104930787318285
8917,Traj8,0.0026104930787318285
8918,Traj7,0.0026104930787318285
8919,Traj6,0.0026104930787318285
8920,Traj5,0.0026104930787318285
8921,Traj4,0.0026104930787318285
8922,Traj3,0.0026104930787318285
8923,Traj2,0.0026104930787318285
8924,Traj1,0.0026104930787318285
8925,Trac,0.0026104930787318285
8926,Dad1,0.0027300838086996965
8927,Abhd4,0.0027300838086996965
8928,Olfr49,0.0034836910414370362
8929,5330426L24Rik,0.0038969573156091637
8930,Oxa1l,0.0025467422641656835
8931,Slc7a7,0.004091116296217464
8932,Mrpl52,0.005493966075773276
8933,Mmp14,0.005493966075773276
8934,Lrp10,0.0048561674223010715
8935,Gm10366,0.0048561674223010715
8936,Rem2,0.00554125984370362
8937,Prmt5,0.006186320498804074
8938,Haus4,0.005494765716387515
8939,Ajuba,0.0061712570393143
8940,4931414P19Rik,0.006190420727582706
8941,Psmb5,0.006671364155596582
8942,Psmb11,0.006671364155596582
8943,Cdh24,0.006671364155596582
8944,Gm17606,0.006671364155596582
8945,Acin1,0.006671364155596582
8946,4930579G18Rik,0.006808327098847503
8947,1700123O20Rik,0.00552498921770132
8948,Gm29776,0.005234558171840229
8949,Cebpe,0.0050953834532160985
8950,Slc7a8,0.0035656296971949258
8951,Rnf212b,0.0037731693718490128
8952,Homez,0.004621102515188456
8953,Ppp1r3e,0.0046035990181356075
8954,Bcl2l2,0.004410499769844787
8955,Gm20521,0.004410499769844787
8956,Pabpn1,0.004410499769844787
8957,Slc22a17,0.004410499769844787
8958,Efs,0.03981080221159656
8959,Il25,0.03981080221159656
8960,Cmtm5,0.03981080221159656
8961,Gm49130,0.03981080221159656
8962,Myh6,0.03981080221159656
8963,Mhrt,0.0392135884374091
8964,Gm29015,0.0392135884374091
8965,Myh7,0.0392135884374091
8966,Gm17428,0.03860482130054386
8967,Gm31251,0.03860482130054386
8968,Ngdn,0.03846574417239918
8969,Zfhx2os,0.00420692279990636
8970,Gm20687,0.00420692279990636
8971,Zfhx2,0.004385717333748359
8972,Thtpa,0.0045397564109626596
8973,Ap1g2,0.0045397564109626596
8974,Jph4,0.0045397564109626596
8975,Dhrs2,0.0003328336110563001
8976,Gm49022,0.0004575121132622783
8977,Dhrs4,0.005713702720576834
8978,Carmil3,0.006176161933786718
8979,Cpne6,0.007534783914008411
8980,Nrl,0.007534783914008411
8981,Pck2,0.00784073150662096
8982,Gm10876,0.00784073150662096
8983,Dcaf11,0.00807990574512907
8984,A730061H03Rik,0.00807990574512907
8985,Fitm1,0.009393242536773774
8986,Gm15932,0.009393242536773774
8987,Psme1,0.009393242536773774
8988,Emc9,0.00911339172269866
8989,Psme2,0.01018018000934156
8990,Rnf31,0.01018018000934156
8991,Irf9,0.009744037397132851
8992,Rec8,0.009744037397132851
8993,Ipo4,0.010583812283278114
8994,Gm49378,0.01046735646687151
8995,Tm9sf1,0.010218732559598716
8996,AC174678.1,0.010218732559598716
8997,Tssk4,0.010513969605913616
8998,Mdp1,0.008906306113040946
8999,Nedd8,0.008906306113040946
9000,Gmpr2,0.00990985006049621
9001,Tinf2,0.006928943914551845
9002,Gm49067,0.006928943914551845
9003,Tgm1,0.005670651136637248
9004,Rabggta,0.006051990287984824
9005,Dhrs1,0.006129474467208094
9006,Nop9,0.005890300228699985
9007,Cideb,0.005836651048992634
9008,Ltb4r2,0.005836651048992634
9009,Ltb4r1,0.006027919036205362
9010,Adcy4,0.00490135499686272
9011,Ripk3,0.0038345667102198193
9012,Nfatc4,0.00435482235573062
9013,Nynrin,0.0045961909891710185
9014,Gm26751,0.003478482536896388
9015,Cbln3,0.003478482536896388
9016,Khnyn,0.003478482536896388
9017,Sdr39u1,0.003322806691205581
9018,Gm48925,0.002558035768022187
9019,Cma1,0.002558035768022187
9020,Cma2,0.002558035768022187
9021,Mcpt1,0.0006173458546852629
9022,Mcpt9,0.0006173458546852629
9023,Mcpt2,0.00039225419790719966
9024,Mcpt4,0.0
9025,Mcpt8,0.0
9026,Ctsg,0.0
9027,Gzme,0.0
9028,Gzmd,0.0
9029,Gzmg,0.0
9030,Gm4022,0.0
9031,Gzmn,0.0
9032,Gzmf,0.0
9033,Gzmc,8.28762382659621e-05
9034,Gzmb,8.28762382659621e-05
9035,Atp12a,8.28762382659621e-05
9036,Gm10873,8.28762382659621e-05
9037,Rnf17,8.28762382659621e-05
9038,Cenpj,0.0008132164914206811
9039,Parp4,0.0016638403608567275
9040,Gm16573,0.0016638403608567275
9041,Mphosph8,0.001607011699271407
9042,Gm16973,0.0008506238694360464
9043,Pspc1,0.001810857632140324
9044,Zmym5,0.0010607307642446333
9045,Zmym2,0.0010607307642446333
9046,B020004C17Rik,0.000875169702036469
9047,Gja3,0.000875169702036469
9048,Gjb2,0.0009723766231692537
9049,Gm4491,0.0009723766231692537
9050,Gjb6,0.0009723766231692537
9051,Cryl1,0.0021716997623142365
9052,Ift88,0.0021716997623142365
9053,Ift88os,0.003963855326439649
9054,Il17d,0.0028309105539271054
9055,Eef1akmt1,0.003108251182006897
9056,Xpo4,0.0025433750280860748
9057,Lats2,0.002464850950270271
9058,Gm49361,0.0036181921708571007
9059,Sap18,0.004231381105761151
9060,Ska3,0.0038271060564160006
9061,Mrpl57,0.0042048736830192215
9062,Zdhhc20,0.0037988776209591686
9063,Micu2,0.002639433070454196
9064,Fgf9,0.003078653209036907
9065,Gm33321,0.00217087402096806
9066,Gm48447,0.00013219687265625304
9067,Gm33472,0.0003281789236431361
9068,Gm41162,0.0003281789236431361
9069,Gm48453,0.0003281789236431361
9070,1700129C05Rik,0.0008216380189121655
9071,Gm5142,0.0007532002939513367
9072,Rcbtb1,0.0007532002939513367
9073,Gm6904,0.0007532002939513367
9074,Phf11a,0.0008776648661352829
9075,Phf11b,0.00016488609529244816
9076,Phf11d,0.0004938301783106076
9077,Phf11c,0.0005414326522749461
9078,Setdb2,0.0005414326522749461
9079,Cab39l,0.0005414326522749461
9080,Cdadc1,0.0006163914931383954
9081,Shisa2,0.0006340654787989017
9082,Atp8a2,0.0007370568689620315
9083,4930563I02Rik,0.0007370568689620315
9084,Gm49336,0.001400443343430464
9085,Nupl1,0.001400443343430464
9086,Mtmr6,0.001400443343430464
9087,Amer2,0.0
9088,Gm29266,0.000698616703815267
9089,Spata13,0.001136033137140805
9090,C1qtnf9,0.005137015097662508
9091,Mipep,0.0049826100189931805
9092,Mipepos,0.0049826100189931805
9093,Tnfrsf19,0.0006269730632552757
9094,AC124555.1,0.0005693013293151942
9095,Sacs,0.003578832626849786
9096,Sgcg,0.004025451794656469
9097,1700109G14Rik,0.0013015992760915052
9098,Arl11,0.0013015992760915052
9099,Ebpl,0.0022991639986777467
9100,Kpna3,0.0022991639986777467
9101,4930556J02Rik,0.0030768475057944083
9102,Spryd7,0.002562766990201901
9103,Trim13,0.0052770232991961605
9104,Kcnrg,0.0052770232991961605
9105,Gm27010,0.005261567026295737
9106,Gm26916,0.005261567026295737
9107,Gm27017,0.004629518586547311
9108,Gm35419,7.299798866299126e-05
9109,Gm26969,0.00010777119622268655
9110,Rnaseh2b,0.0013045960542701057
9111,Dleu7,0.0013045960542701057
9112,Gucy1b2,0.0006030534711713409
9113,Gm4131,0.000559511554142314
9114,Fam124a,0.00041294004442531866
9115,Serpine3,0.001673921020142237
9116,Ints6,0.0016688927451371583
9117,4931440J10Rik,0.004182401121188524
9118,Wdfy2,0.0047685006809162125
9119,Gm26536,0.0047685006809162125
9120,Defb48,0.0029329730923455415
9121,Defb47,0.0028064744856447442
9122,Defb43,0.0029195225346658345
9123,Defb30,0.0043689612352366385
9124,Defb42,0.004384214400828032
9125,Ctsb,0.0072104429987210235
9126,Fdft1,0.009731668539825662
9127,Neil2,0.012133728259175183
9128,Gata4,0.012724345744181777
9129,Gm49390,0.0134366646178108
9130,Gm5463,0.013210563501989753
9131,Blk,0.00611743529617067
9132,Fam167a,0.003392180961571631
9133,Gm17232,0.0008189980540796001
9134,Tdh,0.0008189980540796001
9135,Mtmr9,0.001359528207036931
9136,Xkr6,0.0015194923551651567
9137,Gm15918,0.0015194923551651567
9138,Pinx1,0.001251211474397575
9139,Sox7,0.0014331746416599224
9140,4930578I06Rik,0.001594516293197472
9141,Rp1l1,0.001594516293197472
9142,Prss55,0.0047009180680408135
9143,Prss51,0.0047009180680408135
9144,4930471C04Rik,0.004739961189868583
9145,Prss52,0.004739961189868583
9146,Gm17116,0.0046183066656783085
9147,9630015K15Rik,0.0045754078366337944
9148,Msra,0.0005904640444922783
9149,Gm47202,0.0004066420916159092
9150,Mir124a-1hg,0.0007013132825646699
9151,Kif13b,0.0008509052866180129
9152,Hmbox1,0.001276407730169817
9153,Ints9,0.002395353990243175
9154,Extl3,0.002847216892474974
9155,Gm41177,0.0026742334869475897
9156,Gm30008,0.0026742334869475897
9157,Fzd3,0.0003489058547550862
9158,Fbxo16,0.002298877522653208
9159,Gm48433,0.0032016134662695836
9160,Zfp395,0.0032016134662695836
9161,Gm48449,0.0032016134662695836
9162,Pnoc,0.0032016134662695836
9163,Elp3,0.0005799802588120466
9164,Nuggc,0.0005799802588120466
9165,Scara5,0.0006410672414340492
9166,Pbk,0.0012287665732185196
9167,Esco2,0.0012287665732185196
9168,Ccdc25,0.0012287665732185196
9169,Scara3,0.001596375101168827
9170,Clu,0.001596375101168827
9171,Gulo,0.001480996628042898
9172,Adam2,0.0016724200136047427
9173,Ephx2,0.001971107968759836
9174,Chrna2,0.0021568000047886924
9175,Ptk2b,0.002511717878657692
9176,Trim35,0.005334697049858588
9177,Gm41183,0.005025867559167138
9178,Stmn4,0.005096854532742119
9179,Adra1a,0.00041063543825556163
9180,Gm10032,0.0027161522584917878
9181,Dpysl2,0.0026745851338317826
9182,Gm5464,0.0026745851338317826
9183,Pnma2,0.0034837387238196237
9184,Bnip3l,0.0025413531571889967
9185,Ppp2r2a,0.0028694492998224356
9186,AC166061.1,0.0024985496920262346
9187,Gm20675,0.0012882330011721437
9188,Ebf2,0.0012882330011721437
9189,Gm6878,0.0008111580755619958
9190,4930438E09Rik,0.00014619770372206796
9191,Gm10860,7.856254327105782e-05
9192,Gm38409,0.000401685390852045
9193,Cdca2,0.0007616761276387942
9194,Kctd9,0.0006271694764633855
9195,Gnrh1,0.0005571513948242422
9196,Dock5,0.0006565184697599775
9197,Gm31107,0.0006602315708754922
9198,Nefl,0.0006602315708754922
9199,Nefm,0.0006602315708754922
9200,Gm47212,0.00013062710169676125
9201,Gm31227,0.0
9202,Adam7,0.0
9203,Adamdec1,0.0
9204,Adam28,2.252075241374208e-05
9205,Stc1,0.0005461370691010348
9206,Gm41192,0.0005461370691010348
9207,Nkx2-6,0.0006768680509926734
9208,1700092C10Rik,0.0006768680509926734
9209,Nkx3-1,0.0005465634010681984
9210,Gm27222,8.665986145730352e-05
9211,Gm27223,0.0
9212,Slc25a37,0.0
9213,Synb,0.0
9214,Gm16677,0.0
9215,Entpd4,0.0
9216,Gm27221,0.0
9217,Gm16867,0.0
9218,Gm27175,0.0
9219,Gm27179,0.0
9220,Gm27174,0.0
9221,Entpd4b,0.0
9222,Gm27176,0.0
9223,Loxl2,0.0007707537015356556
9224,Gm27177,0.0015613537448705259
9225,R3hcc1,0.002136467611995528
9226,Chmp7,0.0031768856154958014
9227,4930480K23Rik,0.005317087485876844
9228,Tnfrsf10b,0.005665124426506929
9229,Rhobtb2,0.005164167581566287
9230,Pebp4,0.004103770681636404
9231,Gm33524,0.0034029522803940004
9232,Egr3,0.00386983858992425
9233,Bin3,0.004754940798665703
9234,Ccar2,0.005292962950458472
9235,9930012K11Rik,0.005066873556236811
9236,Pdlim2,0.004942753243460706
9237,Sorbs3,0.003480381016705547
9238,AC151836.1,0.003480381016705547
9239,Ppp3cc,0.0047959769188464455
9240,Slc39a14,0.003572844535639623
9241,Piwil2,0.006733585949716247
9242,Polr3d,0.005697549843460318
9243,Phyhip,0.005689642072692265
9244,Bmp1,0.007999669631298691
9245,Sftpc,0.009919117418844124
9246,Lgi3,0.009919117418844124
9247,Reep4,0.008645819593410277
9248,Hr,0.008849467034284537
9249,Nudt18,0.007347844506199707
9250,Fam160b2,0.007347844506199707
9251,Dmtn,0.007141122840547169
9252,Fgf17,0.006173627174206445
9253,Npm2,0.004920193658483803
9254,Xpo7,0.0032804394309570726
9255,Dok2,0.0007245221346367305
9256,2410012E07Rik,0.0012547693241511768
9257,Gfra2,0.0005635081350996297
9258,Gm49289,0.0002479997546954775
9259,Gm4251,0.00025115618057442097
9260,4930429C20Rik,2.02190395956192e-05
9261,4930434J06Rik,0.0
9262,Gm9195,4.5783016835818925e-05
9263,Fndc3a,0.0002190180837141162
9264,Gm16549,0.0002190180837141162
9265,Gm49293,0.00038163238961744467
9266,Gm41206,0.00041411658960284584
9267,Cysltr2,0.0003745644974453711
9268,Rcbtb2,0.001421692823216502
9269,Gm17233,0.0019426137545011251
9270,Rb1,0.0018652449805382967
9271,Lpar6,0.002451758601859834
9272,Itm2b,0.0018637953504546316
9273,Med4,0.0018762461755744578
9274,Nudt15,0.0018762461755744578
9275,Sucla2,0.0018762461755744578
9276,Gm21750,0.0015674597902699831
9277,Gm49164,0.001613963101305729
9278,Gm49165,0.0001046457685357292
9279,4933402J15Rik,0.000246802603986243
9280,Gm49171,0.0
9281,Gm49175,0.00031895804251257353
9282,Htr2a,0.0009717736601476225
9283,Esd,0.001526408412697352
9284,Lrch1,0.0025867856350853587
9285,Gm10847,0.003435981414780563
9286,Gm4278,0.0019723498194418585
9287,Rubcnl,0.0011887824924259071
9288,Lrrc63,0.00025856251986722484
9289,Lcp1,0.00025856251986722484
9290,Gm15628,0.00012076806723481847
9291,Gm15629,0.001434129065865944
9292,Cpb2,0.0013584123346284944
9293,Zc3h13,0.0013133609986311255
9294,Gm49200,0.00012029712820538151
9295,Siah3,0.0003444326759333104
9296,Spert,0.0003095661465155949
9297,Erich6b,0.00030994542477934045
9298,Cog3,0.0029352459612610893
9299,Slc25a30,0.0064259787322598
9300,Gm4285,0.006201463906268126
9301,Tpt1,0.006201463906268126
9302,Kctd4,0.000855587395509156
9303,Gtf2f2,0.0005976790329522794
9304,Gpalpp1,0.002104024143126263
9305,Nufip1,0.002104024143126263
9306,2900040C04Rik,0.0012559704472313007
9307,Tsc22d1,0.0015810951613632286
9308,4930444M15Rik,0.0012748145305551942
9309,E130202H07Rik,0.0013402395128198224
9310,Serp2,0.0014528444256326292
9311,4930431P22Rik,0.0026026032827235674
9312,Gm30246,0.002132668713815364
9313,Gm48968,0.00154577518073923
9314,Gm48969,0.002333186277979296
9315,Lacc1,0.0009071322974458583
9316,Ccdc122,0.0009071322974458583
9317,Enox1,0.00024121575273350896
9318,Gm49002,5.787198655619503e-05
9319,Gm6994,0.00027271928661338005
9320,Gm49003,0.00027271928661338005
9321,Gm30467,0.00013001541094341293
9322,Gm1587,0.00013001541094341293
9323,Dnajc15,0.00014710487836623495
9324,Epsti1,0.00014710487836623495
9325,Gm48954,1.708946742282201e-05
9326,Gm19301,0.0
9327,Fam216b,0.0
9328,Tnfsf11,0.00024283694091360513
9329,Akap11,0.0013153452604794504
9330,Dgkh,0.0020926574819444695
9331,Vwa8,0.0009395893230646425
9332,Gm49016,0.001159868073015941
9333,Gm49015,0.0013419884558090393
9334,Gm4632,0.001711350426070089
9335,Zfp957,0.0013423286477162579
9336,Rgcc,0.001890654117085046
9337,Naa16,0.0016312441423550182
9338,Mtrf1,0.0026874691018464753
9339,Kbtbd7,0.0032871766437078155
9340,Kbtbd6,0.003134316160494252
9341,Wbp4,0.003134316160494252
9342,Elf1,0.003134316160494252
9343,Sugt1,0.002204460955126275
9344,Cnmd,0.0014221780469665726
9345,Gm49042,0.0005570838805347706
9346,4930452G13Rik,0.0005570838805347706
9347,Gm9748,0.00025101129305669733
9348,Pcdh8,0.00025101129305669733
9349,Gm6999,0.00025101129305669733
9350,Gm10845,0.00025101129305669733
9351,AC121960.1,1.8863314899006714e-05
9352,AC121960.2,1.8863314899006714e-05
9353,Olfm4,1.8863314899006714e-05
9354,Gm49046,0.0
9355,Gm41219,0.0
9356,Gm49048,0.0
9357,Gm49054,0.0002604603566240819
9358,Gm32455,0.0
9359,Pcdh17,0.0005889188096079031
9360,9630013A20Rik,0.0005889188096079031
9361,Gm32729,0.0
9362,4930529K09Rik,0.00021010044711316757
9363,Gm32913,0.0002705382411284965
9364,Diaph3,0.0005163144161030671
9365,Tdrd3,0.0017689702346327366
9366,Gm33203,3.5010721743710185e-05
9367,Pcdh20,0.0
9368,Gm41225,0.0
9369,Gm48941,0.0
9370,4930474H20Rik,0.0
9371,Gm33246,0.0
9372,Gm48942,0.0
9373,4930433E05Rik,0.0
9374,Pcdh9,0.00012478335265981574
9375,Gm33450,0.0
9376,4921530L21Rik,0.0
9377,Klhl1,0.0
9378,Gm49007,0.0
9379,Gm33525,0.0
9380,Dach1,0.00026177517673174996
9381,Gm49018,0.0006090711916384274
9382,Rpl36a-ps1,0.0006550615629270568
9383,Mzt1,0.001623378270082508
9384,Bora,0.001623378270082508
9385,Dis3,0.0018053578184484735
9386,Pibf1,0.0018053578184484735
9387,Klf5,0.00031753951343625335
9388,Gm41230,0.0
9389,Gm49225,0.0
9390,Klf12,7.470531901871406e-05
9391,4930517O19Rik,0.0016537876566797118
9392,Gm41231,0.0016537876566797118
9393,6330576A10Rik,3.939607232708238e-05
9394,Gm49237,3.939607232708238e-05
9395,Prr30,0.00017955162705105267
9396,Tbc1d4,0.0005204432115096329
9397,Commd6,0.0041555209433949795
9398,Uchl3,0.004102413913076948
9399,Gm9922,0.002830093798181729
9400,Lmo7,0.002830093798181729
9401,Gm49292,0.00014279527868637343
9402,Gm26778,0.002685211618337308
9403,Kctd12,0.0026578649904063353
9404,AC102815.1,0.0027647707518469408
9405,4933432I03Rik,0.002733582732443391
9406,Acod1,0.002733582732443391
9407,Cln5,0.002733582732443391
9408,Fbxl3,0.0006659199896225528
9409,Mycbp2,0.0005881623030632772
9410,AC114585.1,0.00107665321628703
9411,Gm34907,0.00020676157819688856
9412,Scel,0.00020676157819688856
9413,Slain1,0.00025290980834247553
9414,Slain1os,0.00033055496516061305
9415,Ednrb,0.0004959733007892012
9416,4930432J09Rik,0.000246019971967944
9417,D130079A08Rik,0.00044196963928525533
9418,Pou4f1,0.00044196963928525533
9419,Rnf219,0.00044196963928525533
9420,D130009I18Rik,0.0003722431557722875
9421,Rbm26,3.0485010769453255e-05
9422,Ndfip2,0.0011099426106898195
9423,5430440P10Rik,0.0010531338653844014
9424,Gm35909,0.0006055738757752795
9425,Gm10076,0.0014275340820960698
9426,Gm48970,0.003127438546923805
9427,Spry2,0.003018223216020147
9428,Trim52,2.807989607535813e-05
9429,Gm36107,3.954567279476013e-05
9430,Gm48972,9.232608121154192e-05
9431,1700128A07Rik,0.00030759437187964585
9432,Gm48977,0.0
9433,Slitrk1,0.0
9434,Slitrk6,9.55564014710126e-05
9435,Gm48992,0.0
9436,Slitrk5,0.0004841167121005566
9437,Tpm3-rs7,0.0
9438,4930524C18Rik,2.7797328006963304e-05
9439,Gm49010,0.00012264055500885951
9440,1700100I10Rik,0.0007405080765881607
9441,Gm31072,0.0007405080765881607
9442,Mir17hg,0.001160239565541552
9443,Gpc5,0.0010653963385396556
9444,Gpc6,0.0006522817365772916
9445,Dct,0.0006561721915834672
9446,4930435M08Rik,0.0014164409127609067
9447,Gm26773,0.0017848916325144733
9448,Tgds,0.0017848916325144733
9449,Gpr180,0.0017848916325144733
9450,4933431J24Rik,0.0017285141787255188
9451,Gm4675,0.0009352127554251359
9452,Sox21,0.0009352127554251359
9453,Gm9376,0.0005802067013689963
9454,Gm32093,0.0002786550295476808
9455,Gm26791,0.0
9456,1700044C05Rik,0.0
9457,Abcc4,0.0006075969367404373
9458,Gm27198,0.0020119113742545903
9459,Cldn10,0.001507061823327058
9460,Gm49179,0.0016482477562784403
9461,Dzip1,0.0016482477562784403
9462,Dnajc3,0.0022159816835621306
9463,AC154760.1,0.0022159816835621306
9464,Uggt2,0.0023618925152831456
9465,Hs6st3,0.0003503620803792421
9466,Oxgr1,0.00173258682094553
9467,Gm48997,0.0017516470015598016
9468,Gm4681,0.0019407937053798597
9469,Mbnl2,0.004526302808463621
9470,Gm26679,0.004966886067443566
9471,Rap2a,0.0022797942037027963
9472,Gm49008,0.0002723212136971236
9473,Gm17613,0.0016235305596394348
9474,Gm41253,0.0018250702204666057
9475,Ipo5,0.002196482658481328
9476,Farp1,0.0013485032819468658
9477,Stk24,0.004203214422323455
9478,Gm33299,0.004013873525398451
9479,Slc15a1,0.0007931695013361518
9480,Gm49035,0.0007931695013361518
9481,Dock9,0.0005038142421894025
9482,1810041H14Rik,0.0031602743652854987
9483,Ubac2,0.0031602743652854987
9484,Gpr18,0.0029251338622542688
9485,Gpr183,0.0027612945045843106
9486,Timm8a2,0.0030265583431160334
9487,Gm49236,0.0024446094519446158
9488,A330035P11Rik,0.0024446094519446158
9489,Tm9sf2,0.0024446094519446158
9490,Clybl,0.00213843091872737
9491,1700108J01Rik,0.00040237156217654414
9492,AC154683.1,0.0007340288216028507
9493,Gm5089,0.0007340288216028507
9494,Zic5,0.0007340288216028507
9495,Zic2,0.0007340288216028507
9496,Gm10837,0.0007876886931411182
9497,Pcca,0.0007876886931411182
9498,Ggact,0.001163725660169427
9499,Tmtc4,0.001163725660169427
9500,4930594M22Rik,0.001163725660169427
9501,Nalcn,0.0
9502,Itgbl1,3.170631476884773e-05
9503,Gm28932,0.0
9504,1700024B18Rik,0.0
9505,Fgf14,0.0
9506,4930404O17Rik,9.521833189180144e-05
9507,Gm49231,0.0
9508,Selenop,0.0005651697958166825
9509,Ccdc152,0.0005999491060804073
9510,Ghr,0.0015044922676531527
9511,Fbxo4,0.0031906757421837862
9512,AW549877,0.0031906757421837862
9513,Gm2093,0.0031906757421837862
9514,Oxct1,0.0031080961482309825
9515,Gm15632,0.0031080961482309825
9516,Plcxd3,0.0
9517,C6,0.00011093571441875027
9518,Mroh2b,8.500010984192097e-05
9519,C7,0.0026506975343823964
9520,Card6,0.003506333129941021
9521,Rpl37,0.003506333129941021
9522,Prkaa1,0.003656528981310207
9523,Ttc33,0.0037929919034032657
9524,Gm15938,0.0037929919034032657
9525,Ptger4,0.001527535795582084
9526,Dab2,0.0007967957568195926
9527,Gm16311,0.0007967957568195926
9528,C9,0.0004864582591543651
9529,Fyb,0.0005339323378495052
9530,Gm2245,0.0006805920687471254
9531,Rictor,0.001331242844713911
9532,Osmr,0.0015004188057599528
9533,Lifr,0.0011644734022756632
9534,Egflam,0.002781929100838092
9535,Gm16029,0.0008103578433689797
9536,Gm49207,0.00034696023899011654
9537,Gdnf,0.00034696023899011654
9538,Wdr70,0.0006895865267262837
9539,Nup155,0.001150273091386366
9540,2410089E03Rik,0.001150273091386366
9541,Nipbl,0.0010381887535028877
9542,Gm49247,0.0010381887535028877
9543,Gm31282,0.0010381887535028877
9544,Gm49249,0.0010381887535028877
9545,Gm2310,0.0010381887535028877
9546,Slc1a3,0.0007756446325567717
9547,Ranbp3l,0.0
9548,Nadk2,0.001607510259690271
9549,Skp2,0.001607510259690271
9550,Lmbrd2,0.001607510259690271
9551,Ugt3a1,0.0
9552,Ugt3a2,0.0
9553,Capsl,1.7776826807325537e-05
9554,Il7r,1.7776826807325537e-05
9555,Spef2,0.0
9556,Prlr,0.00010250416647453941
9557,Gm21973,0.0
9558,Agxt2,0.0
9559,Dnajc21,0.00140901364931893
9560,Brix1,0.001646097196334144
9561,Rad1,0.001646097196334144
9562,Ttc23l,0.001646097196334144
9563,Rai14,0.0006274846106273298
9564,Gm10389,0.0006274846106273298
9565,Gm19276,0.0011403675514591598
9566,C1qtnf3,0.0013638701720667002
9567,Amacr,0.0014551714427606935
9568,Slc45a2,0.0012965874143913959
9569,Rxfp3,0.0012366074711524947
9570,Adamts12,0.0012366074711524947
9571,Tars,0.00037186757628436106
9572,Gm49107,0.000290729792184624
9573,Gm49106,0.000290729792184624
9574,Npr3,0.0002346614304877316
9575,1700047G03Rik,0.000851918023464641
9576,Sub1,0.0011835482606810054
9577,Gm34759,0.0027557991103772405
9578,Zfr,0.0034116838628292703
9579,Gm49240,0.003591836947604035
9580,Mtmr12,0.0035462394841971703
9581,Golph3,0.0031543589274233555
9582,1810049J17Rik,0.0030940755654805434
9583,Pdzd2,0.004021742500184705
9584,6030458C11Rik,0.005097226490152873
9585,Drosha,0.005097226490152873
9586,Cdh6,0.0004041965915356706
9587,Gm49113,0.0
9588,Gm49116,0.0
9589,4930557F08Rik,0.0
9590,Gm41276,0.0
9591,Gm49126,0.0
9592,Cdh9,0.0
9593,Gm49127,0.0
9594,Gm49128,0.0
9595,Gm41277,0.0
9596,C030047K22Rik,0.0002696530976056343
9597,Cdh10,0.0002696530976056343
9598,Gm35496,0.0002718055063982096
9599,Gm49160,0.0002718055063982096
9600,Gm49162,0.0
9601,Gm49166,0.0
9602,AC124561.1,0.0
9603,Cdh12,0.0
9604,Acot10,0.0
9605,Cdh18,0.0
9606,Gm49191,0.00012054393244443612
9607,AC131068.1,0.0
9608,Gm35769,0.0
9609,Gm2824,7.751140116470425e-05
9610,Gm35996,7.751140116470425e-05
9611,9230109A22Rik,0.0
9612,4930445E18Rik,0.00013530690846344815
9613,Basp1,0.000127141076139345
9614,Gm5468,0.000127141076139345
9615,Gm48956,0.00015276496952607144
9616,Gm36642,0.002278991675299666
9617,Myo10,0.002278991675299666
9618,Retreg1,0.004213832022266353
9619,Zfp622,0.004297903194451156
9620,Gm41279,0.001340035454419469
9621,March11,0.00019127210805731847
9622,Gm49267,6.325829122437785e-05
9623,Fbxl7,0.0004935407861197397
9624,Gm36899,0.0033342764371821995
9625,Ank,0.0033342764371821995
9626,Otulin,0.005617644552034837
