,gene name,influence score
605,Cul3,0.0007842091010546071
606,Gm29125,0.0005298514583209895
607,1700016L21Rik,0.000160076117158804
608,Gm45261,0.000160076117158804
609,Dock10,0.00011695424988937317
610,Nyap2,0.0
611,Gm9747,0.004172913330613075
612,Irs1,0.004328398596174447
613,Rhbdd1,0.004501793396638545
614,Gm28940,0.0033312615714381653
615,Col4a4,0.0007891608287197207
616,Col4a3,0.0007891608287197207
617,Mff,0.0007874554359552073
618,Tm4sf20,0.0017328007493888848
619,Gm47791,0.0017328007493888848
620,Gm28942,0.0017328007493888848
621,Agfg1,0.0011141343433996149
622,A030005L19Rik,0.0014042432911268465
623,A030014E15Rik,0.0014042432911268465
624,Gm6217,0.0014042432911268465
625,A030003K21Rik,0.000839959731506519
626,Gm7544,0.000839959731506519
627,Gm47955,0.000839959731506519
628,Gm47959,0.0008144306411080099
629,Slc19a3,0.000864936728244617
630,Krtap28-10,0.0008470716724688621
631,Gm47969,0.0008470716724688621
632,A030005K14Rik,0.0008470716724688621
633,Krtap28-13,0.0008470716724688621
634,Ccl20,0.0004639798217685266
635,Daw1,5.0506087136607114e-05
636,Sphkap,0.0
637,4933436I20Rik,0.00010951037343523434
638,Pid1,0.0
639,Dner,0.00036968530276440347
640,Trip12,0.00042125698137676924
641,Fbxo36,0.0037399863075504715
642,Slc16a14,0.0036126162631935567
643,Gm10553,0.0
644,A530040E14Rik,0.0
645,A530032D15Rik,0.0
646,C130026I21Rik,0.0
647,Gm16028,0.0
648,Gm16025,0.0
649,Gm16092,2.6134319779961772e-05
650,G530012D18Rik,2.6134319779961772e-05
651,Sp110,2.6134319779961772e-05
652,Gm16094,2.6134319779961772e-05
653,Sp140,2.6134319779961772e-05
654,Gm10552,2.6134319779961772e-05
655,Sp100,0.00033074586987348126
656,Gm17017,0.00033074586987348126
657,A630001G21Rik,0.0016435386400498113
658,9930111H07Rik,0.0017700656457111667
659,Cab39,0.0017700656457111667
660,Itm2c,0.0015636660464827304
661,4933407L21Rik,0.0015628587351978619
662,Gm28884,0.0015628587351978619
663,Gpr55,0.00155488847586159
664,Gm28100,0.0021090217060811918
665,Spata3,0.0010428688499960134
666,2810459M11Rik,0.0009005048315293742
667,Psmd1,0.0015236413677557673
668,Htr2b,0.0014262065461622955
669,Gm21972,0.0013986405303231294
670,Armc9,0.0012800837839980457
671,Gm16341,0.0016616114666966853
672,B3gnt7,0.0016428988881604855
673,Gm28626,0.0016428988881604855
674,Ncl,0.004454678256556463
675,Nmur1,0.005721833251931827
676,Tex44,0.007765097866747774
677,Ptma,0.011355544296396382
678,Pde6d,0.007625730216123128
679,Cops7b,0.007625730216123128
680,Nppc,0.0016184945051239315
681,Dis3l2,0.0008436322495652363
682,Gm28375,0.000720945318710673
683,Gm29371,0.000720945318710673
684,Alppl2,0.0011225395255804148
685,Alpi,0.0011225395255804148
686,Akp3,0.00245631519069956
687,Gm29374,0.001989125324750371
688,Ecel1,0.001989125324750371
689,Prss56,0.0020378646033702426
690,Chrnd,0.0020378646033702426
691,Chrng,0.0019546868129796985
692,Eif4e2,0.0019546868129796985
693,Efhd1,0.002323938103671596
694,Efhd1os,0.002323938103671596
695,Gigyf2,0.0005885682316827088
696,Kcnj13,0.0004190425191118186
697,3110079O15Rik,4.979122841992111e-05
698,Ngef,4.979122841992111e-05
699,Neu2,9.986430181946844e-05
700,Inpp5d,0.0005382453909355379
701,Atg16l1,0.0025617809195893366
702,Sag,0.0035932335836434967
703,Dgkd,0.004286601516401798
704,Gm19582,0.004286601516401798
705,Usp40,0.0023936601708557923
706,Ugt1a10,7.283100654142544e-05
707,Ugt1a9,7.283100654142544e-05
708,Ugt1a8,7.283100654142544e-05
709,Ugt1a7c,7.283100654142544e-05
710,Ugt1a6b,7.283100654142544e-05
711,Ugt1a6a,7.283100654142544e-05
712,Ugt1a5,0.00039171756699660394
713,Ugt1a2,0.001489281843995707
714,Dnajb3,0.001489281843995707
715,Ugt1a1,0.001489281843995707
716,Mroh2a,0.001489281843995707
717,Hjurp,0.0014616108472720675
718,Trpm8,0.0014616108472720675
719,4930453O03Rik,0.0014616108472720675
720,Spp2,0.00028879200894446546
721,Gm28888,0.00033309604212625014
722,Gm29538,0.00033309604212625014
723,Glrp1,0.0007163854022489465
724,Gm19589,0.0009929065011904956
725,Gm29336,0.0028036471228377645
726,Arl4c,0.0026024067718388253
727,Platr5,0.002156596684994364
728,Gm29337,0.00010008627246705215
729,1700067G17Rik,0.0037105940433964572
730,Sh3bp4,0.004966705899701601
731,Gm28342,0.00045836506352956157
732,C030007H22Rik,0.0006907374938067501
733,Agap1,0.0013286444959508912
734,Gbx2,0.0029009549985063933
735,Asb18,0.002348267964189824
736,Iqca,0.0016873661353207787
737,4930434B07Rik,0.0012998005770282388
738,Ackr3,0.0017432726850588605
739,Gm28721,0.0016689659281421084
740,Gm28723,0.0017480996616640442
741,Gm28722,0.0004936852791640399
742,Cops8,0.0011465092437847942
743,Gm9991,0.0010290122222480684
744,Col6a3,0.0007680391379174146
745,Mlph,0.004699518037955164
746,Prlh,0.009378176447147103
747,Rab17,0.011394946809423231
748,Gm28199,0.013424881984493878
749,Lrrfip1,0.013422004788239458
750,Rbm44,0.008343384988632255
751,Ramp1,0.005088356617089485
752,Ube2f,0.005029530695334918
753,Scly,0.0053278576778625405
754,Gm26683,0.005868171307428634
755,Gm17090,0.006105541220189312
756,Espnl,0.006105541220189312
757,Klhl30,0.005933939290224902
758,Erfe,0.0065552024561144505
759,Ilkap,0.0065552024561144505
760,1700020N18Rik,0.005909356793869644
761,Hes6,0.005744654814381123
762,Per2,0.00671905106928259
763,Gm28382,0.006272895496525709
764,Traf3ip1,0.006272895496525709
765,Asb1,0.002929372256665196
766,Gm28380,0.0018934828744021446
767,Twist2,0.0005509052392178388
768,Gm29100,0.0005509052392178388
769,Hdac4,0.0022901191522341218
770,Gm26720,0.0025382579206793703
771,Gm29099,0.003456819773135036
772,Ndufa10,0.002713567607526387
773,Olfr1416,0.0010664773083455053
774,Olfr1415,0.0010664773083455053
775,Olfr1414,0.0010664773083455053
776,Olfr1413,0.0011101055123351777
777,1700054K02Rik,0.0011101055123351777
778,Olfr1412,0.00118553266492666
779,Olfr1411,0.00118553266492666
780,Olfr1410,0.0018253507787253512
781,Olfr12,0.0019603905611556257
782,Cops9,0.002320056169346929
783,Otos,0.002320056169346929
784,Gm29483,0.0033941993623949783
785,Gm29482,0.004166768654259146
786,Gpc1,0.005659202172249765
787,Gm29481,0.007640756653848025
788,Gm29480,0.007640756653848025
789,Ankmy1,0.007610044384842126
790,Dusp28,0.006865508192009168
791,5033417F24Rik,0.006865508192009168
792,Rnpepl1,0.006865508192009168
793,Capn10,0.005383418871521579
794,9430060I03Rik,0.005287442417744906
